discount_id,product_id,discount_percentage,start_date,end_date,day_of_week,campaign_name
739,94,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
740,94,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
741,3,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
742,3,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
743,80,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
744,80,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
745,754,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
746,754,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
747,753,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
748,753,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
749,871,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
750,871,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
751,1239,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
752,1239,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
753,1236,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
754,1236,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
755,1248,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
756,1248,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
757,2924,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
758,2924,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
759,1235,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
760,1235,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
761,1233,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
762,1233,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
763,3594,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
764,3594,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
765,1320,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
766,1320,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
767,1319,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
768,1319,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
769,1322,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
770,1322,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
771,3048,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
772,3048,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
773,1321,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
774,1321,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
775,3019,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
776,3019,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
777,3430,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
778,3430,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
779,2835,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
780,2835,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
781,98,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
782,98,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
783,2926,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
784,2926,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
785,2932,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
786,2932,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
787,3117,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
788,3117,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
789,3652,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
790,3652,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
791,2864,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
792,2864,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
793,3894,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
794,3894,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
795,125,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
796,125,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
797,1231,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
798,1231,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
799,2441,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
800,2441,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
801,3892,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
802,3892,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
803,3762,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
804,3762,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
805,1229,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
806,1229,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
807,319,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
808,319,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
809,760,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
810,760,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
811,759,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
812,759,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
813,758,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
814,758,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
815,2332,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
816,2332,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
817,1247,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
818,1247,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
819,2329,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
820,2329,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
821,2739,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
822,2739,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
823,708,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
824,708,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
825,712,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
826,712,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
827,766,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
828,766,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
829,2360,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
830,2360,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
831,97,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
832,97,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
833,1602,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
834,1602,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
835,3059,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
836,3059,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
837,1244,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
838,1244,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
839,1243,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
840,1243,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
841,1245,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
842,1245,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
843,3662,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
844,3662,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
845,2671,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
846,2671,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
847,2669,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
848,2669,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
849,2672,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
850,2672,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
851,2045,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
852,2045,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
853,2042,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
854,2042,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
855,2041,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
856,2041,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
857,677,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
858,677,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
859,3674,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
860,3674,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
861,3202,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
862,3202,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
863,2978,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
864,2978,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
865,918,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
866,918,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
867,3605,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
868,3605,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
869,3021,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
870,3021,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
871,2814,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
872,2814,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
873,534,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
874,534,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
875,1451,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
876,1451,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
877,1579,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
878,1579,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
879,1863,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
880,1863,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
881,1860,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
882,1860,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
883,2091,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
884,2091,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
885,1214,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
886,1214,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
887,2348,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
888,2348,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
889,668,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
890,668,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
891,662,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
892,662,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
893,664,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
894,664,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
895,1073,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
896,1073,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
897,2907,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
898,2907,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
899,3532,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
900,3532,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
901,2837,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
902,2837,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
903,2215,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
904,2215,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
905,667,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
906,667,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
907,822,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
908,822,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
909,1733,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
910,1733,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
911,755,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
912,755,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
913,867,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
914,867,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
915,2866,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
916,2866,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
917,1658,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
918,1658,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
919,2911,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
920,2911,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
921,849,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
922,849,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
923,67,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
924,67,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
925,4021,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
926,4021,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
927,1540,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
928,1540,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
929,456,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
930,456,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
931,790,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
932,790,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
933,1903,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
934,1903,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
935,3365,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
936,3365,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
937,1620,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
938,1620,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
939,859,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
940,859,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
941,1861,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
942,1861,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
943,2665,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
944,2665,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
945,3008,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
946,3008,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
947,1377,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
948,1377,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
949,1203,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
950,1203,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
951,1544,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
952,1544,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
953,431,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
954,431,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
955,3685,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
956,3685,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
957,3684,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
958,3684,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
959,3222,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
960,3222,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
961,3814,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
962,3814,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
963,380,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
964,380,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
965,984,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
966,984,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
967,350,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
968,350,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
969,989,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
970,989,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
971,987,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
972,987,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
973,493,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
974,493,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
975,2641,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
976,2641,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
977,2752,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
978,2752,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
979,2925,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
980,2925,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
981,1265,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
982,1265,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
983,2057,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
984,2057,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
985,2328,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
986,2328,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
987,1659,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
988,1659,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
989,3534,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
990,3534,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
991,3746,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
992,3746,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
993,3219,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
994,3219,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
995,2933,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
996,2933,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
997,769,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
998,769,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
999,788,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1000,788,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1001,3474,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1002,3474,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1003,1671,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1004,1671,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1005,2115,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1006,2115,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1007,3479,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1008,3479,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1009,3915,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1010,3915,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1011,777,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1012,777,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1013,3274,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1014,3274,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1015,481,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1016,481,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1017,3575,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1018,3575,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1019,2918,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1020,2918,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1021,2920,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1022,2920,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1023,58,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1024,58,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1025,52,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1026,52,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1027,2358,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1028,2358,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1029,795,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1030,795,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1031,2287,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1032,2287,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1033,2934,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1034,2934,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1035,3112,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1036,3112,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1037,2058,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1038,2058,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1039,1001,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1040,1001,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1041,3356,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1042,3356,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1043,1046,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1044,1046,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1045,756,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1046,756,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1047,2278,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1048,2278,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1049,374,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1050,374,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1051,2775,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1052,2775,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1053,55,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1054,55,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1055,57,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1056,57,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1057,2948,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1058,2948,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1059,2876,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1060,2876,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1061,3764,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1062,3764,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1063,2897,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1064,2897,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1065,59,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1066,59,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1067,3030,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1068,3030,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1069,2407,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1070,2407,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1071,1429,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1072,1429,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1073,631,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
1074,631,25.0,2014-01-01,2015-12-30,Friday,Viernes Promo 25% OFF
1075,2153,30.0,2014-01-01,2015-12-30,Tuesday,Martes Promo 30% OFF
